id;PLAYER_ID; PLAYER_NAME; NICKNAME; TEAM_ID; TEAM_ABBREVIATION; AGE; GP; W; L; W_PCT;MIN; FGM; FGA; FG_PCT; FG3M; FG3A; FG3_PCT; FTM; FTA; FT_PCT; OREB; DREB; REB; AST; TOV; STL; BLK; BLKA; PF;PTS
131;1631230; 'Dominick Barlow'; 'Dominick';1610612759; 'SAS'; 19.0;28;5;23; 0.179;407;46;86; 0.535;0;4; 0.0;18;25; 0.72;46;56;102;24;15;10;19;8;56;110
132;1628378; 'Donovan Mitchell'; 'Donovan';1610612739; 'CLE'; 26.0;68;44;24; 0.647;2432;679;1402; 0.484;245;635; 0.386;319;368; 0.867;63;226;289;301;180;99;27;56;168;1922
133;1631495; 'Donovan Williams'; 'Donovan';1610612737; 'ATL'; 21.0;2;1;1; 0.5;4;2;5; 0.4;0;2; 0.0;0;0; 0.0;0;2;2;0;0;0;0;0;0;4
134;1628978; 'Donte DiVincenzo'; 'Donte';1610612744; 'GSW'; 26.0;72;42;30; 0.583;1894;235;540; 0.435;150;378; 0.397;58;71; 0.817;80;245;325;252;112;97;10;16;133;678
135;1627827; 'Dorian Finney-Smith'; 'Dorian';1610612751; 'BKN'; 30.0;66;31;35; 0.47;2008;196;501; 0.391;114;338; 0.337;45;59; 0.763;114;202;316;100;62;55;36;20;144;551
136;203926; 'Doug McDermott'; 'Doug';1610612759; 'SAS'; 31.0;64;19;45; 0.297;1314;239;523; 0.457;123;298; 0.413;53;70; 0.757;23;115;138;91;58;13;6;23;118;654
137;203110; 'Draymond Green'; 'Draymond';1610612744; 'GSW'; 33.0;73;41;32; 0.562;2297;250;474; 0.527;40;131; 0.305;77;108; 0.713;66;459;525;500;204;74;61;20;229;617
138;1629234; 'Drew Eubanks'; 'Drew';1610612757; 'POR'; 26.0;78;31;47; 0.397;1583;214;334; 0.641;7;18; 0.389;83;125; 0.664;132;286;418;103;67;40;102;9;169;518
139;1630696; 'Dru Smith'; 'Dru';1610612751; 'BKN'; 25.0;15;7;8; 0.467;158;18;45; 0.4;5;19; 0.263;3;3; 1.0;2;22;24;22;3;10;4;3;23;44
140;1630613; 'Duane Washington Jr.'; 'Duane';1610612752; 'NYK'; 23.0;31;17;14; 0.548;393;94;256; 0.367;40;111; 0.36;16;24; 0.667;2;34;36;63;34;6;4;16;23;244
141;1629130; 'Duncan Robinson'; 'Duncan';1610612748; 'MIA'; 29.0;42;19;23; 0.452;690;88;237; 0.371;63;192; 0.328;29;32; 0.906;8;61;69;46;28;14;0;5;77;268
142;203939; 'Dwight Powell'; 'Dwight';1610612742; 'DAL'; 31.0;76;37;39; 0.487;1457;197;269; 0.732;0;5; 0.0;112;168; 0.667;149;165;314;69;65;48;26;17;209;506
143;1629685; 'Dylan Windler'; 'Dylan';1610612739; 'CLE'; 26.0;3;3;0; 1.0;10;2;3; 0.667;1;2; 0.5;0;0; 0.0;0;0;0;1;1;1;0;0;0;5
144;1630700; 'Dyson Daniels'; 'Dyson';1610612740; 'NOP'; 20.0;59;33;26; 0.559;1042;87;208; 0.418;27;86; 0.314;26;40; 0.65;36;152;188;134;57;43;11;10;99;227
145;1628410; 'Edmond Sumner'; 'Edmond';1610612751; 'BKN'; 27.0;53;33;20; 0.623;736;124;269; 0.461;31;87; 0.356;99;108; 0.917;13;66;79;68;50;31;10;25;83;378
146;201569; 'Eric Gordon'; 'Eric';1610612746; 'LAC'; 34.0;69;25;44; 0.362;1965;291;653; 0.446;132;356; 0.371;142;173; 0.821;16;118;134;183;104;43;25;31;78;856
147;1630647; 'Eugene Omoruyi'; 'Eugene';1610612765; 'DET'; 26.0;40;10;30; 0.25;645;101;228; 0.443;25;89; 0.281;51;75; 0.68;43;68;111;28;34;28;3;22;91;278
148;203095; 'Evan Fournier'; 'Evan';1610612752; 'NYK'; 30.0;27;15;12; 0.556;458;56;166; 0.337;35;114; 0.307;18;21; 0.857;4;45;49;36;22;16;3;4;46;165
149;1630596; 'Evan Mobley'; 'Evan';1610612739; 'CLE'; 21.0;79;48;31; 0.608;2715;525;947; 0.554;22;102; 0.216;205;304; 0.674;187;524;711;224;146;60;119;63;218;1277
150;1630267; 'Facundo Campazzo'; 'Facundo';1610612742; 'DAL'; 32.0;8;2;6; 0.25;52;3;13; 0.231;3;11; 0.273;1;2; 0.5;0;2;2;9;3;6;0;1;3;10
151;1628402; 'Frank Jackson'; 'Frank';1610612762; 'UTA'; 25.0;1;0;1; 0.0;5;0;3; 0.0;0;1; 0.0;0;0; 0.0;1;1;2;1;0;0;0;0;0;0
152;1626163; 'Frank Kaminsky'; 'Frank';1610612745; 'HOU'; 30.0;36;13;23; 0.361;234;31;63; 0.492;13;33; 0.394;14;16; 0.875;7;45;52;32;9;6;4;3;22;89
153;1628373; 'Frank Ntilikina'; 'Frank';1610612742; 'DAL'; 24.0;47;20;27; 0.426;607;48;132; 0.364;17;67; 0.254;22;33; 0.667;7;55;62;58;29;16;7;7;65;135
154;1630532; 'Franz Wagner'; 'Franz';1610612753; 'ORL'; 21.0;80;33;47; 0.413;2608;542;1118; 0.485;130;360; 0.361;271;322; 0.842;70;259;329;283;167;77;17;84;183;1485
155;1627832; 'Fred VanVleet'; 'Fred';1610612761; 'TOR'; 29.0;69;34;35; 0.493;2534;437;1112; 0.393;207;606; 0.342;254;283; 0.898;30;250;280;495;140;123;38;58;193;1335
156;1627788; 'Furkan Korkmaz'; 'Furkan';1610612755; 'PHI'; 25.0;37;24;13; 0.649;353;48;111; 0.432;18;46; 0.391;26;36; 0.722;6;36;42;22;24;10;3;8;18;140
157;1629216; 'Gabe Vincent'; 'Gabe';1610612748; 'MIA'; 26.0;68;37;31; 0.544;1758;228;567; 0.402;117;350; 0.334;68;78; 0.872;27;118;145;167;92;62;5;19;154;641
158;1628221; 'Gabe York'; 'Gabe';1610612754; 'IND'; 29.0;3;1;2; 0.333;55;8;21; 0.381;6;18; 0.333;2;2; 1.0;0;6;6;5;0;2;0;2;5;24
159;202066; 'Garrett Temple'; 'Garrett';1610612740; 'NOP'; 37.0;25;16;9; 0.64;161;18;45; 0.4;11;26; 0.423;3;4; 0.75;5;12;17;13;4;9;2;2;15;50
160;1629726; 'Garrison Mathews'; 'Garrison';1610612737; 'ATL'; 26.0;54;16;38; 0.296;686;73;201; 0.363;63;180; 0.35;48;53; 0.906;11;62;73;26;19;24;5;2;62;257
161;203914; 'Gary Harris'; 'Gary';1610612753; 'ORL'; 28.0;48;22;26; 0.458;1184;138;307; 0.45;94;218; 0.431;27;30; 0.9;21;77;98;59;28;45;12;14;93;397
162;1627780; 'Gary Payton II'; 'Gary';1610612744; 'GSW'; 30.0;22;13;9; 0.591;367;41;69; 0.594;13;26; 0.5;6;7; 0.857;24;45;69;30;16;22;5;1;43;101
163;1629018; 'Gary Trent Jr.'; 'Gary';1610612761; 'TOR'; 24.0;66;31;35; 0.47;2117;405;935; 0.433;166;450; 0.369;172;205; 0.839;30;143;173;106;55;104;14;32;102;1148
164;201588; 'George Hill'; 'George';1610612754; 'IND'; 37.0;46;27;19; 0.587;833;78;166; 0.47;34;95; 0.358;42;55; 0.764;15;70;85;110;34;26;6;8;55;232
165;1627777; 'Georges Niang'; 'Georges';1610612755; 'PHI'; 29.0;78;51;27; 0.654;1511;222;502; 0.442;154;384; 0.401;39;45; 0.867;19;166;185;77;54;31;14;13;145;637
166;203507; 'Giannis Antetokounmpo'; 'Giannis';1610612749; 'MIL'; 28.0;63;47;16; 0.746;2023;707;1278; 0.553;47;171; 0.275;498;772; 0.645;137;605;742;359;246;52;51;82;197;1959
167;1629048; 'Goga Bitadze'; 'Goga';1610612753; 'ORL'; 23.0;38;13;25; 0.342;456;69;125; 0.552;6;26; 0.231;23;42; 0.548;61;76;137;39;22;16;26;11;64;167
168;201609; 'Goran Dragic'; 'Goran';1610612749; 'MIL'; 37.0;58;27;31; 0.466;870;141;335; 0.421;52;145; 0.359;31;45; 0.689;16;65;81;151;63;13;4;15;65;365
169;202330; 'Gordon Hayward'; 'Gordon';1610612766; 'CHA'; 33.0;50;20;30; 0.4;1576;276;581; 0.475;52;160; 0.325;129;159; 0.811;33;182;215;206;99;42;12;19;70;733
170;203476; 'Gorgui Dieng'; 'Gorgui';1610612759; 'SAS'; 33.0;31;3;28; 0.097;358;45;117; 0.385;21;75; 0.28;10;13; 0.769;27;80;107;53;32;4;14;5;57;121
171;1629684; 'Grant Williams'; 'Grant';1610612738; 'BOS'; 24.0;79;55;24; 0.696;2044;216;476; 0.454;115;291; 0.395;94;122; 0.77;87;276;363;131;82;41;31;22;192;641
172;1628960; 'Grayson Allen'; 'Grayson';1610612749; 'MIL'; 27.0;72;53;19; 0.736;1972;245;557; 0.44;146;366; 0.399;114;126; 0.905;61;176;237;163;72;62;14;22;117;750
173;1630535; 'Greg Brown III'; 'Greg';1610612757; 'POR'; 21.0;16;10;6; 0.625;93;11;28; 0.393;1;7; 0.143;5;12; 0.417;2;17;19;3;6;4;5;4;13;28
174;1628977; 'Hamidou Diallo'; 'Hamidou';1610612765; 'DET'; 24.0;56;12;44; 0.214;995;215;375; 0.573;5;21; 0.238;87;148; 0.588;57;137;194;55;71;53;16;19;124;522
175;203084; 'Harrison Barnes'; 'Harrison';1610612758; 'SAC'; 30.0;82;48;34; 0.585;2662;374;791; 0.473;132;353; 0.374;350;413; 0.847;87;279;366;128;86;57;10;31;103;1230
176;1629312; 'Haywood Highsmith'; 'Haywood';1610612748; 'MIA'; 26.0;54;28;26; 0.519;969;93;216; 0.431;37;109; 0.339;13;28; 0.464;57;131;188;43;45;36;17;10;82;236
177;1630529; 'Herbert Jones'; 'Herbert';1610612740; 'NOP'; 24.0;66;31;35; 0.47;1950;235;501; 0.469;56;167; 0.335;123;161; 0.764;97;172;269;162;88;103;42;34;208;649
178;1630193; 'Immanuel Quickley'; 'Immanuel';1610612752; 'NYK'; 23.0;81;47;34; 0.58;2344;419;936; 0.448;168;454; 0.37;203;248; 0.819;58;279;337;279;100;80;14;31;166;1209
179;1630171; 'Isaac Okoro'; 'Isaac';1610612739; 'CLE'; 22.0;76;48;28; 0.632;1652;175;354; 0.494;62;171; 0.363;78;103; 0.757;52;135;187;87;42;56;30;16;158;490
180;1628392; 'Isaiah Hartenstein'; 'Isaiah';1610612752; 'NYK'; 25.0;82;47;35; 0.573;1628;175;327; 0.535;8;37; 0.216;48;71; 0.676;209;327;536;102;66;53;64;17;213;406
181;1630543; 'Isaiah Jackson'; 'Isaiah';1610612754; 'IND'; 21.0;63;24;39; 0.381;1042;179;318; 0.563;2;14; 0.143;95;146; 0.651;113;169;282;51;51;31;93;30;154;455
182;1630198; 'Isaiah Joe'; 'Isaiah';1610612760; 'OKC'; 23.0;73;36;37; 0.493;1395;224;508; 0.441;161;394; 0.409;82;100; 0.82;27;148;175;88;39;48;8;11;105;691
183;1630587; 'Isaiah Livers'; 'Isaiah';1610612765; 'DET'; 24.0;52;10;42; 0.192;1198;120;288; 0.417;74;203; 0.365;32;39; 0.821;28;115;143;41;30;28;28;7;103;346
184;1630600; 'Isaiah Mobley'; 'Isaiah';1610612739; 'CLE'; 23.0;12;8;4; 0.667;84;12;28; 0.429;3;8; 0.375;4;4; 1.0;4;16;20;3;1;4;3;2;8;31
185;1629676; 'Isaiah Roby'; 'Isaiah';1610612752; 'NYK'; 25.0;42;9;33; 0.214;473;67;155; 0.432;18;60; 0.3;20;41; 0.488;21;87;108;38;31;18;7;7;53;172
186;1630191; 'Isaiah Stewart'; 'Isaiah';1610612765; 'DET'; 21.0;50;12;38; 0.24;1414;195;441; 0.442;67;205; 0.327;110;149; 0.738;115;288;403;70;68;20;34;20;133;567
187;1630225; 'Isaiah Todd'; 'Isaiah';1610612764; 'WAS'; 21.0;6;2;4; 0.333;61;3;19; 0.158;1;10; 0.1;2;2; 1.0;2;10;12;4;2;1;0;1;4;9
188;202397; 'Ish Smith'; 'Ish';1610612743; 'DEN'; 34.0;43;25;18; 0.581;397;52;131; 0.397;2;12; 0.167;2;4; 0.5;5;49;54;100;44;8;7;6;33;108
189;1630688; 'Ish Wainright'; 'Ish';1610612756; 'PHX'; 28.0;60;33;27; 0.55;915;84;227; 0.37;57;173; 0.329;26;31; 0.839;45;94;139;53;22;38;22;8;117;251
190;1627826; 'Ivica Zubac'; 'Ivica';1610612746; 'LAC'; 26.0;76;43;33; 0.566;2169;326;514; 0.634;0;2; 0.0;166;238; 0.697;236;520;756;77;117;29;98;46;219;818
191;1631120; 'JD Davison'; 'JD';1610612738; 'BOS'; 20.0;12;11;1; 0.917;65;8;19; 0.421;2;7; 0.286;1;2; 0.5;2;7;9;11;4;2;2;1;5;19
192;1630550; 'JT Thor'; 'JT';1610612766; 'CHA'; 20.0;69;22;47; 0.319;968;95;238; 0.399;39;123; 0.317;33;47; 0.702;36;116;152;36;44;22;23;13;66;262
193;1629630; 'Ja Morant'; 'Ja';1610612763; 'MEM'; 23.0;61;40;21; 0.656;1948;566;1214; 0.466;92;300; 0.307;372;497; 0.748;61;296;357;493;206;66;16;84;100;1596
194;203210; 'JaMychal Green'; 'JaMychal';1610612744; 'GSW'; 32.0;57;30;27; 0.526;796;136;252; 0.54;42;111; 0.378;52;67; 0.776;72;133;205;51;52;25;23;14;105;366
195;201580; 'JaVale McGee'; 'JaVale';1610612742; 'DAL'; 35.0;42;20;22; 0.476;354;80;125; 0.64;2;5; 0.4;24;41; 0.585;30;77;107;11;36;4;26;8;54;186
196;1631095; 'Jabari Smith Jr.'; 'Jabari';1610612745; 'HOU'; 19.0;79;21;58; 0.266;2450;364;892; 0.408;120;391; 0.307;162;206; 0.786;122;447;569;101;104;43;74;35;227;1010
197;1631133; 'Jabari Walker'; 'Jabari';1610612757; 'POR'; 20.0;56;21;35; 0.375;619;83;198; 0.419;16;56; 0.286;34;45; 0.756;48;83;131;34;29;10;13;13;69;216
198;1631298; 'Jack White'; 'Jack';1610612743; 'DEN'; 25.0;17;13;4; 0.765;66;8;19; 0.421;3;9; 0.333;2;3; 0.667;6;11;17;4;2;3;2;2;9;21
199;1631367; 'Jacob Gilyard'; 'Jacob';1610612763; 'MEM'; 24.0;1;0;1; 0.0;40;1;3; 0.333;1;3; 0.333;0;0; 0.0;0;4;4;7;2;3;0;0;3;3
200;1630702; 'Jaden Hardy'; 'Jaden';1610612742; 'DAL'; 20.0;48;20;28; 0.417;708;146;333; 0.438;63;156; 0.404;65;79; 0.823;11;78;89;65;46;17;7;30;64;420
201;1631093; 'Jaden Ivey'; 'Jaden';1610612765; 'DET'; 21.0;74;16;58; 0.216;2304;409;983; 0.416;120;350; 0.343;266;356; 0.747;73;215;288;387;237;61;17;87;242;1204
202;1630183; 'Jaden McDaniels'; 'Jaden';1610612750; 'MIN'; 22.0;79;41;38; 0.519;2416;370;716; 0.517;107;269; 0.398;106;144; 0.736;92;215;307;148;112;74;76;29;272;953
203;1630531; 'Jaden Springer'; 'Jaden';1610612755; 'PHI'; 20.0;16;13;3; 0.813;89;17;35; 0.486;2;5; 0.4;6;8; 0.75;6;8;14;8;3;7;3;3;15;42
204;203109; 'Jae Crowder'; 'Jae';1610612749; 'MIL'; 32.0;18;13;5; 0.722;339;45;94; 0.479;24;55; 0.436;10;12; 0.833;17;52;69;27;7;12;6;2;27;124
205;1630256; Jae'Sean Tate; Jae'Sean;1610612745; 'HOU'; 27.0;31;7;24; 0.226;677;110;229; 0.48;13;46; 0.283;50;69; 0.725;41;77;118;84;47;21;7;25;106;283
206;1631222; 'Jake LaRavia'; 'Jake';1610612763; 'MEM'; 21.0;35;22;13; 0.629;414;37;95; 0.389;24;71; 0.338;7;9; 0.778;19;44;63;21;18;12;4;4;49;105
207;1627751; 'Jakob Poeltl'; 'Jakob';1610612761; 'TOR'; 27.0;72;26;46; 0.361;1906;389;618; 0.629;0;1; 0.0;119;201; 0.592;236;417;653;197;125;66;86;34;195;897
208;1628973; 'Jalen Brunson'; 'Jalen';1610612752; 'NYK'; 26.0;68;40;28; 0.588;2378;587;1195; 0.491;134;322; 0.416;325;392; 0.829;40;201;241;421;142;61;15;51;152;1633
209;1631105; 'Jalen Duren'; 'Jalen';1610612765; 'DET'; 19.0;67;16;51; 0.239;1670;258;398; 0.648;0;2; 0.0;96;157; 0.611;229;366;595;75;92;44;59;35;182;612
210;1630224; 'Jalen Green'; 'Jalen';1610612745; 'HOU'; 21.0;76;20;56; 0.263;2602;566;1359; 0.416;187;554; 0.338;364;463; 0.786;43;241;284;281;200;59;18;105;131;1683
211;1630552; 'Jalen Johnson'; 'Jalen';1610612737; 'ATL'; 21.0;70;35;35; 0.5;1041;158;322; 0.491;30;104; 0.288;49;78; 0.628;51;231;282;83;41;38;34;24;113;395
212;1629667; 'Jalen McDaniels'; 'Jalen';1610612755; 'PHI'; 25.0;80;31;49; 0.388;1912;281;617; 0.455;77;232; 0.332;116;138; 0.841;63;283;346;130;93;83;34;39;209;755
213;1630188; 'Jalen Smith'; 'Jalen';1610612754; 'IND'; 23.0;68;31;37; 0.456;1278;242;508; 0.476;54;191; 0.283;104;137; 0.759;129;265;394;66;72;21;60;39;153;642
214;1630591; 'Jalen Suggs'; 'Jalen';1610612753; 'ORL'; 21.0;53;20;33; 0.377;1245;186;444; 0.419;66;202; 0.327;86;119; 0.723;55;106;161;155;94;67;27;29;120;524
215;1631114; 'Jalen Williams'; 'Jalen';1610612760; 'OKC'; 22.0;75;36;39; 0.48;2275;414;794; 0.521;73;205; 0.356;155;191; 0.812;84;253;337;248;123;103;35;52;191;1056
216;1631288; 'Jamal Cain'; 'Jamal';1610612748; 'MIA'; 24.0;18;10;8; 0.556;240;37;66; 0.561;7;20; 0.35;17;22; 0.773;15;37;52;12;6;11;1;2;21;98
217;1627750; 'Jamal Murray'; 'Jamal';1610612743; 'DEN'; 26.0;65;43;22; 0.662;2133;473;1041; 0.454;172;432; 0.398;180;216; 0.833;48;209;257;400;145;66;16;35;103;1298
218;1631123; 'Jamaree Bouyea'; 'Jamaree';1610612764; 'WAS'; 23.0;5;2;3; 0.4;70;6;14; 0.429;2;6; 0.333;1;2; 0.5;1;5;6;4;4;4;2;1;6;15
219;1630547; 'James Bouknight'; 'James';1610612766; 'CHA'; 22.0;34;9;25; 0.265;515;69;193; 0.358;33;109; 0.303;20;30; 0.667;8;64;72;41;32;14;5;13;49;191
220;201935; 'James Harden'; 'James';1610612755; 'PHI'; 33.0;58;39;19; 0.672;2135;371;842; 0.441;161;418; 0.385;313;361; 0.867;40;314;354;618;195;71;31;52;112;1216
221;201949; 'James Johnson'; 'James';1610612754; 'IND'; 36.0;18;7;11; 0.389;162;22;49; 0.449;3;15; 0.2;4;8; 0.5;4;26;30;15;8;7;6;3;32;51
222;1630164; 'James Wiseman'; 'James';1610612765; 'DET'; 22.0;45;11;34; 0.244;867;189;339; 0.558;4;20; 0.2;68;97; 0.701;73;194;267;30;51;7;27;23;108;450
223;1630215; 'Jared Butler'; 'Jared';1610612760; 'OKC'; 22.0;6;3;3; 0.5;76;15;32; 0.469;7;14; 0.5;0;0; 0.0;1;3;4;8;5;5;0;4;5;37
224;1631197; 'Jared Rhoden'; 'Jared';1610612765; 'DET'; 23.0;14;2;12; 0.143;197;17;44; 0.386;5;20; 0.25;6;6; 1.0;11;26;37;4;3;4;1;5;23;45
225;1628991; 'Jaren Jackson Jr.'; 'Jaren';1610612763; 'MEM'; 23.0;63;41;22; 0.651;1787;416;822; 0.506;100;282; 0.355;241;306; 0.788;108;318;426;60;107;65;189;66;227;1173
226;1629020; 'Jarred Vanderbilt'; 'Jarred';1610612747; 'LAL'; 24.0;78;43;35; 0.551;1879;247;451; 0.548;29;90; 0.322;96;139; 0.691;170;412;582;184;97;83;21;30;190;619
227;1629714; 'Jarrell Brantley'; 'Jarrell';1610612762; 'UTA'; 26.0;4;0;4; 0.0;38;8;14; 0.571;4;9; 0.444;2;2; 1.0;1;5;6;3;2;0;2;0;3;22
228;1628386; 'Jarrett Allen'; 'Jarrett';1610612739; 'CLE'; 25.0;68;44;24; 0.647;2220;403;626; 0.644;1;10; 0.1;162;221; 0.733;221;445;666;113;93;54;84;44;153;969
229;1629633; 'Jarrett Culver'; 'Jarrett';1610612737; 'ATL'; 24.0;10;5;5; 0.5;136;17;43; 0.395;1;12; 0.083;9;13; 0.692;10;28;38;6;7;6;2;4;14;44
230;1630554; 'Jason Preston'; 'Jason';1610612746; 'LAC'; 23.0;14;4;10; 0.286;123;18;41; 0.439;5;18; 0.278;0;2; 0.0;2;20;22;27;10;2;0;0;7;41
231;1629750; 'Javonte Green'; 'Javonte';1610612741; 'CHI'; 29.0;32;13;19; 0.406;480;61;108; 0.565;13;35; 0.371;30;45; 0.667;27;61;88;23;20;24;21;8;52;165
232;1629637; 'Jaxson Hayes'; 'Jaxson';1610612740; 'NOP'; 22.0;47;22;25; 0.468;610;86;156; 0.551;3;29; 0.103;58;83; 0.699;39;93;132;34;31;20;19;8;67;233
233;1630643; 'Jay Huff'; 'Jay';1610612764; 'WAS'; 25.0;7;2;5; 0.286;94;15;25; 0.6;6;12; 0.5;15;16; 0.938;6;15;21;10;5;3;4;0;15;51
234;1630206; 'Jay Scrubb'; 'Jay';1610612753; 'ORL'; 22.0;2;1;1; 0.5;30;5;7; 0.714;2;2; 1.0;1;2; 0.5;0;6;6;1;3;2;0;2;2;13
235;1627759; 'Jaylen Brown'; 'Jaylen';1610612738; 'BOS'; 26.0;67;46;21; 0.687;2404;679;1383; 0.491;163;487; 0.335;263;344; 0.765;78;381;459;232;197;75;26;77;172;1784
236;1629669; 'Jaylen Nowell'; 'Jaylen';1610612750; 'MIN'; 23.0;65;34;31; 0.523;1251;280;625; 0.448;67;232; 0.289;77;99; 0.778;36;134;170;132;65;42;5;38;101;704
237;1631119; 'Jaylin Williams'; 'Jaylin';1610612760; 'OKC'; 20.0;49;23;26; 0.469;914;102;234; 0.436;46;113; 0.407;38;54; 0.704;44;197;241;76;37;28;12;17;111;288
238;1628369; 'Jayson Tatum'; 'Jayson';1610612738; 'BOS'; 25.0;74;52;22; 0.703;2732;727;1559; 0.466;240;686; 0.35;531;622; 0.854;78;571;649;342;213;78;51;58;160;2225
239;1631466; 'Jeenathan Williams'; 'Jeenathan';1610612757; 'POR'; 24.0;5;1;4; 0.2;126;24;39; 0.615;3;8; 0.375;2;3; 0.667;10;5;15;10;4;3;2;2;13;53
240;1630288; 'Jeff Dowtin Jr.'; 'Jeff';1610612761; 'TOR'; 25.0;25;17;8; 0.68;258;25;57; 0.439;5;16; 0.313;6;9; 0.667;6;17;23;31;5;9;3;3;13;61
241;201145; 'Jeff Green'; 'Jeff';1610612743; 'DEN'; 36.0;56;33;23; 0.589;1091;160;328; 0.488;30;104; 0.288;87;117; 0.744;38;106;144;69;46;18;17;17;99;437
242;203924; 'Jerami Grant'; 'Jerami';1610612757; 'POR'; 29.0;63;28;35; 0.444;2245;434;913; 0.475;144;359; 0.401;278;342; 0.813;53;230;283;150;116;51;53;54;152;1290
243;1630526; 'Jeremiah Robinson-Earl'; 'Jeremiah';1610612760; 'OKC'; 22.0;43;16;27; 0.372;813;110;248; 0.444;37;111; 0.333;35;42; 0.833;71;109;180;43;19;24;11;13;71;292
244;1631110; 'Jeremy Sochan'; 'Jeremy';1610612759; 'SAS'; 19.0;56;15;41; 0.268;1457;250;552; 0.453;33;134; 0.246;81;116; 0.698;95;200;295;142;97;43;23;48;138;614
245;1630579; 'Jericho Sims'; 'Jericho';1610612752; 'NYK'; 24.0;52;31;21; 0.596;812;83;107; 0.776;0;1; 0.0;12;16; 0.75;99;143;242;25;27;15;28;6;96;178
246;1628975; 'Jevon Carter'; 'Jevon';1610612749; 'MIL'; 27.0;81;57;24; 0.704;1811;239;565; 0.423;142;337; 0.421;31;38; 0.816;35;167;202;197;78;66;29;16;158;651
247;202710; 'Jimmy Butler'; 'Jimmy';1610612748; 'MIA'; 33.0;64;35;29; 0.547;2138;479;888; 0.539;36;103; 0.35;472;555; 0.85;141;234;375;340;101;117;21;53;80;1466
248;1629111; 'Jock Landale'; 'Jock';1610612756; 'PHX'; 27.0;69;35;34; 0.507;978;178;337; 0.528;21;84; 0.25;79;105; 0.752;119;161;280;68;59;16;30;22;126;456
249;203925; 'Joe Harris'; 'Joe';1610612751; 'BKN'; 31.0;74;40;34; 0.541;1527;201;440; 0.457;142;333; 0.426;18;28; 0.643;23;141;164;101;41;34;13;22;140;562
250;204060; 'Joe Ingles'; 'Joe';1610612749; 'MIL'; 35.0;46;32;14; 0.696;1043;108;248; 0.435;83;203; 0.409;18;21; 0.857;13;115;128;150;55;33;6;5;74;317
251;1630580; 'Joe Wieskamp'; 'Joe';1610612761; 'TOR'; 23.0;9;6;3; 0.667;49;3;14; 0.214;3;12; 0.25;0;0; 0.0;0;4;4;3;1;0;0;1;3;9
252;203954; 'Joel Embiid'; 'Joel';1610612755; 'PHI'; 29.0;66;43;23; 0.652;2284;728;1328; 0.548;66;200; 0.33;661;771; 0.857;113;557;670;274;226;66;112;91;205;2183
253;1631219; 'John Butler Jr.'; 'John';1610612757; 'POR'; 20.0;19;4;15; 0.211;221;17;53; 0.321;8;35; 0.229;3;4; 0.75;3;14;17;11;1;7;9;2;22;45
254;1628381; 'John Collins'; 'John';1610612737; 'ATL'; 25.0;71;37;34; 0.521;2129;359;707; 0.508;70;240; 0.292;143;178; 0.803;77;385;462;85;79;42;73;46;220;931
255;1629723; 'John Konchar'; 'John';1610612763; 'MEM'; 27.0;72;45;27; 0.625;1493;138;320; 0.431;60;177; 0.339;28;36; 0.778;64;246;310;100;37;77;25;14;112;364
256;202322; 'John Wall'; 'John';1610612746; 'LAC'; 32.0;34;15;19; 0.441;754;138;339; 0.407;33;109; 0.303;77;113; 0.681;14;78;92;178;80;27;12;31;59;386
257;1631098; 'Johnny Davis'; 'Johnny';1610612764; 'WAS'; 21.0;28;10;18; 0.357;422;66;171; 0.386;17;70; 0.243;14;27; 0.519;10;55;65;28;17;10;8;9;48;163
258;1630548; 'Johnny Juzang'; 'Johnny';1610612762; 'UTA'; 22.0;18;6;12; 0.333;232;35;104; 0.337;15;63; 0.238;2;4; 0.5;8;31;39;8;3;4;3;2;13;87
259;202685; 'Jonas Valanciunas'; 'Jonas';1610612740; 'NOP'; 31.0;79;40;39; 0.506;1968;446;816; 0.547;38;109; 0.349;185;224; 0.826;225;579;804;140;159;20;52;47;245;1115
260;1628371; 'Jonathan Isaac'; 'Jonathan';1610612753; 'ORL'; 25.0;11;8;3; 0.727;124;22;53; 0.415;6;15; 0.4;5;9; 0.556;15;29;44;6;4;14;4;2;5;55
261;1630228; 'Jonathan Kuminga'; 'Jonathan';1610612744; 'GSW'; 20.0;67;38;29; 0.567;1394;261;497; 0.525;54;146; 0.37;90;138; 0.652;70;161;231;125;95;41;31;33;157;666
262;203903; 'Jordan Clarkson'; 'Jordan';1610612762; 'UTA'; 30.0;61;30;31; 0.492;1988;458;1031; 0.444;155;459; 0.338;200;245; 0.816;72;174;246;270;186;33;13;52;120;1271
263;1630692; 'Jordan Goodwin'; 'Jordan';1610612764; 'WAS'; 24.0;62;22;40; 0.355;1105;158;353; 0.448;38;118; 0.322;53;69; 0.768;57;148;205;168;57;58;26;27;95;407
264;1631160; 'Jordan Hall'; 'Jordan';1610612759; 'SAS'; 21.0;9;1;8; 0.111;82;9;28; 0.321;3;15; 0.2;7;9; 0.778;3;9;12;11;7;1;0;1;6;28
265;1629162; 'Jordan McLaughlin'; 'Jordan';1610612750; 'MIN'; 27.0;43;22;21; 0.512;678;61;145; 0.421;24;78; 0.308;15;18; 0.833;15;47;62;148;33;32;4;8;28;161
