id;PLAYER_ID; PLAYER_NAME; NICKNAME; TEAM_ID; TEAM_ABBREVIATION; AGE; GP; W; L; W_PCT;MIN; FGM; FGA; FG_PCT; FG3M; FG3A; FG3_PCT; FTM; FTA; FT_PCT; OREB; DREB; REB; AST; TOV; STL; BLK; BLKA; PF;PTS
59;1629661; 'Cameron Johnson'; 'Cameron';1610612751; 'BKN'; 27.0;42;25;17; 0.595;1199;223;474; 0.47;103;255; 0.404;101;120; 0.842;34;151;185;78;37;50;14;26;83;650
60;1626166; 'Cameron Payne'; 'Cameron';1610612756; 'PHX'; 28.0;48;27;21; 0.563;968;188;453; 0.415;68;185; 0.368;49;64; 0.766;12;94;106;214;81;33;8;21;88;493
61;1627747; 'Caris LeVert'; 'Caris';1610612739; 'CLE'; 28.0;74;45;29; 0.608;2237;320;742; 0.431;127;324; 0.392;130;180; 0.722;53;229;282;287;116;72;24;33;170;897
62;1630637; 'Carlik Jones'; 'Carlik';1610612741; 'CHI'; 25.0;7;4;3; 0.571;55;6;15; 0.4;3;6; 0.5;5;8; 0.625;1;4;5;6;2;2;0;2;2;20
63;1626224; 'Cedi Osman'; 'Cedi';1610612739; 'CLE'; 28.0;77;48;29; 0.623;1548;239;530; 0.451;116;312; 0.372;75;108; 0.694;25;151;176;115;52;35;11;22;122;669
64;1628435; 'Chance Comanche'; 'Chance';1610612757; 'POR'; 27.0;1;0;1; 0.0;20;3;5; 0.6;0;0; 0.0;1;4; 0.25;2;1;3;0;0;0;1;0;0;7
65;1629646; 'Charles Bassey'; 'Charles';1610612759; 'SAS'; 22.0;35;9;26; 0.257;507;87;135; 0.644;3;8; 0.375;22;37; 0.595;75;118;193;48;41;16;33;4;74;199
66;1631320; 'Chima Moneke'; 'Chima';1610612758; 'SAC'; 27.0;2;1;1; 0.5;7;1;2; 0.5;0;0; 0.0;0;2; 0.0;2;0;2;1;2;0;0;0;2;2
67;1629002; 'Chimezie Metu'; 'Chimezie';1610612758; 'SAC'; 26.0;66;41;25; 0.621;689;129;219; 0.589;9;38; 0.237;54;73; 0.74;47;151;198;40;32;22;21;11;81;321
68;1628449; 'Chris Boucher'; 'Chris';1610612761; 'TOR'; 30.0;76;39;37; 0.513;1523;261;529; 0.493;62;189; 0.328;128;168; 0.762;157;264;421;29;41;47;64;35;143;712
69;1630537; 'Chris Duarte'; 'Chris';1610612754; 'IND'; 25.0;46;19;27; 0.413;897;123;333; 0.369;55;174; 0.316;61;72; 0.847;19;96;115;64;41;25;9;19;65;362
70;101108; 'Chris Paul'; 'Chris';1610612756; 'PHX'; 38.0;59;33;26; 0.559;1888;294;668; 0.44;98;261; 0.375;133;160; 0.831;27;224;251;524;114;91;22;6;126;819
71;1629735; 'Chris Silva'; 'Chris';1610612742; 'DAL'; 26.0;1;1;0; 1.0;3;1;1; 1.0;0;0; 0.0;0;0; 0.0;0;0;0;0;1;0;0;0;2;2
72;1631128; 'Christian Braun'; 'Christian';1610612743; 'DEN'; 22.0;76;49;27; 0.645;1181;143;289; 0.495;34;96; 0.354;40;64; 0.625;48;133;181;59;35;41;17;25;101;360
73;1631132; 'Christian Koloko'; 'Christian';1610612761; 'TOR'; 22.0;58;29;29; 0.5;801;72;150; 0.48;1;12; 0.083;37;59; 0.627;84;87;171;31;20;21;57;20;128;182
74;1626174; 'Christian Wood'; 'Christian';1610612742; 'DAL'; 27.0;67;33;34; 0.493;1738;396;769; 0.515;105;279; 0.376;217;281; 0.772;87;404;491;121;121;30;72;40;169;1114
75;1629643; 'Chuma Okeke'; 'Chuma';1610612753; 'ORL'; 24.0;27;8;19; 0.296;517;43;122; 0.352;26;86; 0.302;16;21; 0.762;26;70;96;37;17;19;11;4;40;128
76;203991; 'Clint Capela'; 'Clint';1610612737; 'ATL'; 28.0;65;35;30; 0.538;1730;350;536; 0.653;0;1; 0.0;79;131; 0.603;258;459;717;58;54;45;79;26;139;779
77;1629632; 'Coby White'; 'Coby';1610612741; 'CHI'; 23.0;74;37;37; 0.5;1730;263;594; 0.443;128;344; 0.372;61;70; 0.871;16;196;212;204;74;54;6;24;122;715
78;1628998; 'Cody Martin'; 'Cody';1610612766; 'CHA'; 27.0;7;2;5; 0.286;133;14;36; 0.389;3;14; 0.214;4;7; 0.571;8;16;24;11;2;4;1;4;13;35
79;203469; 'Cody Zeller'; 'Cody';1610612748; 'MIA'; 30.0;15;6;9; 0.4;216;37;59; 0.627;0;2; 0.0;24;35; 0.686;25;39;64;10;14;3;4;3;33;98
80;1630175; 'Cole Anthony'; 'Cole';1610612753; 'ORL'; 22.0;60;28;32; 0.467;1551;277;610; 0.454;75;206; 0.364;152;170; 0.894;47;241;288;235;91;37;31;22;158;781
81;1631306; 'Cole Swider'; 'Cole';1610612747; 'LAL'; 24.0;7;2;5; 0.286;41;3;9; 0.333;3;8; 0.375;0;0; 0.0;1;6;7;4;0;0;0;0;3;9
82;1629012; 'Collin Sexton'; 'Collin';1610612762; 'UTA'; 24.0;48;24;24; 0.5;1145;237;468; 0.506;48;122; 0.393;163;199; 0.819;37;68;105;138;85;27;6;51;112;685
83;1630557; 'Corey Kispert'; 'Corey';1610612764; 'WAS'; 24.0;74;31;43; 0.419;2093;291;585; 0.497;163;384; 0.424;75;88; 0.852;33;174;207;87;55;32;9;36;97;820
84;202709; 'Cory Joseph'; 'Cory';1610612765; 'DET'; 31.0;62;12;50; 0.194;1227;150;351; 0.427;70;180; 0.389;57;72; 0.792;21;85;106;217;56;34;9;19;88;427
85;1626156; D'Angelo Russell; D'Angelo;1610612747; 'LAL'; 27.0;71;39;32; 0.549;2304;445;948; 0.469;194;490; 0.396;179;216; 0.829;35;180;215;437;186;70;29;23;140;1263
86;1630227; 'Daishen Nix'; 'Daishen';1610612745; 'HOU'; 21.0;57;15;42; 0.263;914;81;237; 0.342;40;140; 0.286;24;36; 0.667;18;80;98;132;86;31;7;12;59;226
87;1630625; 'Dalano Banton'; 'Dalano';1610612761; 'TOR'; 23.0;31;17;14; 0.548;278;55;130; 0.423;15;51; 0.294;17;24; 0.708;11;34;45;36;18;13;13;7;34;142
88;1631207; 'Dalen Terry'; 'Dalen';1610612741; 'CHI'; 20.0;38;19;19; 0.5;213;32;72; 0.444;7;27; 0.259;14;21; 0.667;12;25;37;22;8;11;5;7;24;85
89;1627745; 'Damian Jones'; 'Damian';1610612762; 'UTA'; 27.0;41;12;29; 0.293;477;55;86; 0.64;10;17; 0.588;22;29; 0.759;42;80;122;15;23;8;21;11;55;142
90;203081; 'Damian Lillard'; 'Damian';1610612757; 'POR'; 32.0;58;27;31; 0.466;2106;556;1202; 0.463;244;658; 0.371;510;558; 0.914;44;233;277;425;191;50;18;46;109;1866
91;1627814; 'Damion Lee'; 'Damion';1610612756; 'PHX'; 30.0;74;40;34; 0.541;1506;200;452; 0.442;110;247; 0.445;94;104; 0.904;39;186;225;99;78;30;7;14;118;604
92;1629655; 'Daniel Gafford'; 'Daniel';1610612764; 'WAS'; 24.0;78;32;46; 0.41;1604;289;395; 0.732;0;0; 0.0;127;187; 0.679;163;270;433;84;85;33;99;28;187;705
93;1628464; 'Daniel Theis'; 'Daniel';1610612754; 'IND'; 31.0;7;1;6; 0.143;108;21;44; 0.477;2;11; 0.182;5;12; 0.417;7;15;22;9;3;2;6;3;7;49
94;201980; 'Danny Green'; 'Danny';1610612739; 'CLE'; 35.0;11;6;5; 0.545;138;22;49; 0.449;16;37; 0.432;1;1; 1.0;3;11;14;6;10;6;3;1;16;61
95;1627863; 'Danuel House Jr.'; 'Danuel';1610612755; 'PHI'; 29.0;56;38;18; 0.679;807;93;197; 0.472;37;110; 0.336;45;60; 0.75;9;85;94;44;26;14;9;4;69;268
96;203967; 'Dario Saric'; 'Dario';1610612760; 'OKC'; 29.0;57;26;31; 0.456;805;127;277; 0.458;45;115; 0.391;63;76; 0.829;53;154;207;74;55;20;7;18;99;362
97;1629647; 'Darius Bazley'; 'Darius';1610612756; 'PHX'; 22.0;43;19;24; 0.442;616;83;183; 0.454;20;53; 0.377;38;70; 0.543;34;104;138;38;27;22;34;26;44;224
98;1630620; 'Darius Days'; 'Darius';1610612745; 'HOU'; 23.0;4;0;4; 0.0;24;5;12; 0.417;3;10; 0.3;2;2; 1.0;1;5;6;1;0;0;1;1;2;15
99;1629636; 'Darius Garland'; 'Darius';1610612739; 'CLE'; 23.0;69;40;29; 0.58;2447;522;1129; 0.462;169;412; 0.41;277;321; 0.863;28;157;185;538;199;85;9;54;148;1490
100;1630561; 'David Duke Jr.'; 'David';1610612751; 'BKN'; 23.0;23;10;13; 0.435;228;36;78; 0.462;1;12; 0.083;12;17; 0.706;11;18;29;21;18;10;1;10;31;85
101;1631223; 'David Roddy'; 'David';1610612763; 'MEM'; 22.0;70;44;26; 0.629;1258;180;420; 0.429;65;212; 0.307;41;65; 0.631;50;143;193;59;57;29;19;24;107;466
102;1630558; 'Davion Mitchell'; 'Davion';1610612758; 'SAC'; 24.0;80;47;33; 0.588;1447;181;399; 0.454;63;197; 0.32;25;31; 0.806;16;89;105;185;62;44;15;13;112;450
103;202722; 'Davis Bertans'; 'Davis';1610612742; 'DAL'; 30.0;45;20;25; 0.444;491;69;160; 0.431;55;141; 0.39;13;15; 0.867;10;43;53;21;10;11;8;3;53;206
104;1628432; 'Davon Reed'; 'Davon';1610612747; 'LAL'; 27.0;43;29;14; 0.674;342;28;84; 0.333;17;46; 0.37;16;24; 0.667;10;49;59;23;20;15;4;6;39;89
105;1630549; Day'Ron Sharpe; Day'Ron;1610612751; 'BKN'; 21.0;48;22;26; 0.458;552;93;171; 0.544;6;11; 0.545;35;55; 0.636;99;101;200;37;42;15;32;17;89;227
106;1628368; De'Aaron Fox; De'Aaron;1610612758; 'SAC'; 25.0;73;44;29; 0.603;2435;682;1331; 0.512;119;367; 0.324;343;440; 0.78;40;266;306;447;181;83;23;53;172;1826
107;1629631; De'Andre Hunter; De'Andre;1610612737; 'ATL'; 25.0;67;35;32; 0.522;2125;379;822; 0.461;100;286; 0.35;171;207; 0.826;46;238;284;94;82;35;17;47;199;1029
108;1629001; De'Anthony Melton; De'Anthony;1610612755; 'PHI'; 24.0;77;50;27; 0.649;2149;277;651; 0.425;157;403; 0.39;69;87; 0.793;69;243;312;197;102;126;41;25;191;780
109;201599; 'DeAndre Jordan'; 'DeAndre';1610612743; 'DEN'; 34.0;39;23;16; 0.59;585;88;115; 0.765;1;1; 1.0;22;48; 0.458;52;150;202;34;48;12;23;6;71;199
110;201942; 'DeMar DeRozan'; 'DeMar';1610612741; 'CHI'; 33.0;74;37;37; 0.5;2681;657;1303; 0.504;46;142; 0.324;456;523; 0.872;34;309;343;377;153;83;36;62;186;1816
111;1629731; 'Dean Wade'; 'Dean';1610612739; 'CLE'; 26.0;44;30;14; 0.682;891;73;177; 0.412;45;127; 0.354;15;23; 0.652;20;130;150;37;17;28;21;7;89;206
112;1629028; 'Deandre Ayton'; 'Deandre';1610612756; 'PHX'; 24.0;67;36;31; 0.537;2035;522;887; 0.589;7;24; 0.292;152;200; 0.76;172;495;667;115;120;37;53;39;190;1203
113;1627749; 'Dejounte Murray'; 'Dejounte';1610612737; 'ATL'; 26.0;74;38;36; 0.514;2693;612;1319; 0.464;133;387; 0.344;158;190; 0.832;53;336;389;448;160;112;19;57;106;1515
114;1626153; 'Delon Wright'; 'Delon';1610612764; 'WAS'; 31.0;50;26;24; 0.52;1221;138;291; 0.474;41;119; 0.345;52;60; 0.867;58;122;180;194;44;92;17;14;59;369
115;1630166; 'Deni Avdija'; 'Deni';1610612764; 'WAS'; 22.0;76;33;43; 0.434;2020;253;579; 0.437;69;232; 0.297;122;165; 0.739;74;413;487;211;123;65;29;36;209;697
116;203471; 'Dennis Schroder'; 'Dennis';1610612747; 'LAL'; 29.0;66;37;29; 0.561;1985;270;650; 0.415;74;225; 0.329;216;252; 0.857;21;144;165;298;112;50;10;45;145;830
117;1628372; 'Dennis Smith Jr.'; 'Dennis';1610612766; 'CHA'; 25.0;54;19;35; 0.352;1389;186;452; 0.412;24;111; 0.216;78;106; 0.736;27;140;167;261;82;75;25;37;122;474
118;1629126; 'Deonte Burton'; 'Deonte';1610612758; 'SAC'; 29.0;2;1;1; 0.5;6;0;2; 0.0;0;1; 0.0;0;0; 0.0;0;0;0;0;0;0;0;1;0;0
119;1631220; 'Dereon Seabron'; 'Dereon';1610612740; 'NOP'; 22.0;5;2;3; 0.4;11;2;5; 0.4;0;0; 0.0;0;0; 0.0;1;0;1;0;0;0;0;1;1;4
120;1627884; 'Derrick Jones Jr.'; 'Derrick';1610612741; 'CHI'; 26.0;64;29;35; 0.453;893;115;230; 0.5;27;80; 0.338;62;84; 0.738;60;93;153;34;25;29;37;19;86;319
121;201565; 'Derrick Rose'; 'Derrick';1610612752; 'NYK'; 34.0;27;12;15; 0.444;337;61;159; 0.384;19;63; 0.302;11;12; 0.917;8;32;40;46;22;7;5;13;18;152
122;1628401; 'Derrick White'; 'Derrick';1610612738; 'BOS'; 28.0;82;57;25; 0.695;2319;350;758; 0.462;149;391; 0.381;168;192; 0.875;52;241;293;321;95;54;76;34;177;1017
123;1630217; 'Desmond Bane'; 'Desmond';1610612763; 'MEM'; 24.0;58;38;20; 0.655;1841;450;939; 0.479;166;407; 0.408;181;205; 0.883;43;248;291;254;126;56;22;73;150;1247
124;1626164; 'Devin Booker'; 'Devin';1610612756; 'PHX'; 26.0;53;34;19; 0.642;1835;527;1067; 0.494;111;316; 0.351;306;358; 0.855;46;194;240;293;145;51;18;43;159;1471
125;1630170; 'Devin Vassell'; 'Devin';1610612759; 'SAS'; 22.0;38;12;26; 0.316;1178;261;595; 0.439;103;266; 0.387;78;100; 0.78;8;140;148;136;57;43;17;18;57;703
126;1629653; 'Devon Dotson'; 'Devon';1610612764; 'WAS'; 23.0;6;1;5; 0.167;53;1;10; 0.1;1;4; 0.25;0;0; 0.0;6;4;10;8;3;5;0;2;9;3
127;1628984; Devonte' Graham; Devonte';1610612759; 'SAS'; 28.0;73;31;42; 0.425;1338;161;431; 0.374;119;338; 0.352;98;131; 0.748;19;103;122;196;53;45;16;12;79;539
128;203473; 'Dewayne Dedmon'; 'Dewayne';1610612755; 'PHI'; 33.0;38;23;15; 0.605;426;77;151; 0.51;12;39; 0.308;33;49; 0.673;34;100;134;26;25;9;19;16;75;199
129;1628415; 'Dillon Brooks'; 'Dillon';1610612763; 'MEM'; 27.0;73;46;27; 0.63;2214;392;991; 0.396;143;439; 0.326;120;154; 0.779;45;199;244;189;104;65;16;38;240;1047
130;1627734; 'Domantas Sabonis'; 'Domantas';1610612758; 'SAC'; 27.0;79;47;32; 0.595;2735;577;938; 0.615;31;83; 0.373;325;438; 0.742;251;722;973;573;230;65;39;64;279;1510
